,弹幕,类别
66,弹幕护体啊啊啊啊啊啊啊啊啊,惊讶
67,哈哈哈哈……cc喊得好可爱,高兴
68,弹幕护体啊啊啊啊啊啊啊啊啊啊,惊讶
69,亿分贝落叶,负样本
70,为什么越来越短？？？,负样本
71,哈哈哈哈cc太真实了,高兴
72,弹幕护体啊啊啊啊啊啊啊啊啊啊啊啊,惊讶
73,这是原家庭女人说的，那个小孩指的伊芙琳,负样本
74,心脏受不了啊啊啊啊啊啊啊,难过
75,哈哈哈哈啊哈哈,高兴
76,其他武器呢？,负样本
77,把灯拿掉,负样本
78,说牛旦发射器的有毒吧,愤怒
79,哈哈哈哈啊哈哈哈啊哈,高兴
80,弹幕护体弹幕护体弹幕护体,惊讶
81,弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
82,弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
83,哈哈哈哈啊哈救命啊,高兴
84,弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
85,哈哈哈哈爱我就来砍我,高兴
86,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
87,哈哈哈哈把妈打下来了,高兴
88,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
89,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
90,哈哈哈哈耳朵里,高兴
91,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
92,哈哈哈哈嗝,高兴
93,就不能烧了先吗。。。,负样本
94,granny,负样本
95,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
96,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
97,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕,惊讶
98,哈哈哈哈嗝,高兴
99,哈哈哈哈恭喜,高兴
100,哈哈哈哈哈,高兴
101,哈哈哈哈哈,高兴
102,几秒不见甚是想念,负样本
103,哈哈哈哈哈,高兴
104,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
105,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
106,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
107,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕,惊讶
108,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
109,哈哈哈哈哈,高兴
110,哈哈哈哈哈,高兴
111,一把落叶,负样本
112,哈哈哈哈哈,高兴
113,哈哈哈哈哈,高兴
114,哈哈哈哈哈,高兴
115,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
116,现代鲁迅,负样本
117,哈哈哈哈哈,高兴
118,哈哈哈哈哈,高兴
119,好黑。。。,负样本
120,哈哈哈哈哈,高兴
121,一把落叶？,负样本
122,哈哈哈哈哈,高兴
123,西莫西莫,负样本
124,哈哈哈哈哈,高兴
125,哈哈哈哈哈,高兴
126,冲啊,负样本
127,岳母碎了,负样本
128,有人嘛,负样本
129,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
130,一把落叶,负样本
131,一条人,负样本
132,马桶里的琦玉老师？,负样本
133,几秒不见甚是想念,负样本
134,哈哈哈哈哈,高兴
135,哈哈哈哈哈,高兴
136,背包危机,负样本
137,量词破碎（1/1）,负样本
138,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
139,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
140,哈哈哈哈哈,高兴
141,岳母，儿媳？到底什么关系,负样本
142,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
143,初中物理考纲上是天平,负样本
144,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
145,哈哈哈哈哈,高兴
146,哈哈哈哈哈,高兴
147,冷漠脸的那个就是没看懂,负样本
148,照明商店别走,负样本
149,哈哈哈哈哈,高兴
150,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
151,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
152,哈哈哈哈哈,高兴
153,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
154,前面的甲基绿吡罗红 我是台盼蓝！,负样本
155,哈哈哈哈哈,高兴
156,哈哈哈哈哈,高兴
157,女人，你在玩火,负样本
158,哈哈哈哈哈,高兴
159,阵亡,负样本
160,太黑了,负样本
161,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
162,伏地魔？,负样本
163,一坨落叶,负样本
164,你老是带那么多东西在身上干嘛？,负样本
165,哈哈哈哈哈,高兴
166,一摩尔落叶,负样本
167,哈哈哈哈哈,高兴
168,岳母是液体,负样本
169,哈哈哈哈哈,高兴
170,天秤,负样本
171,一坨落叶,负样本
172,一把落叶,负样本
173,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
174,哈哈哈哈哈,高兴
175,你不说我还念天平呢,负样本
176,大娘，歇会儿，行吗？心里怕怕的,负样本
177,不fei饶过他,负样本
178,我擦只是个神魔玩意,负样本
179,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
180,哈哈哈哈哈,高兴
181,还是生化的老味道,负样本
182,量词破碎,负样本
183,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕,惊讶
184,哈哈哈哈哈,高兴
185,哈哈哈哈哈,高兴
186,拉子弹,负样本
187,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
188,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
189,哈哈哈哈哈,高兴
190,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
191,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
192,没有撤退可言,负样本
193,关弹幕。。,负样本
194,哈哈哈哈哈,高兴
195,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
196,哈哈哈哈哈,高兴
197,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
198,他的猎枪是摆设吗？,负样本
199,E,负样本
200,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
201,一丝落叶,负样本
202,哈哈哈哈哈,高兴
203,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
204,哈哈哈哈哈,高兴
205,哈哈哈哈哈,高兴
206,哈哈哈哈哈,高兴
207,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
208,一头落叶,负样本
209,哈哈哈哈哈,高兴
210,7,负样本
211,哈哈哈哈哈,高兴
212,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
213,米娅，你妈碎了,负样本
214,哈哈哈哈哈,高兴
215,哈哈哈哈哈,高兴
216,哈哈哈哈哈,高兴
217,伊森：我来抄你们家了,负样本
218,次元储物箱,负样本
219,看到伊森说的话没有，是不是感觉他渐渐适应环境后变强了,负样本
220,哈哈哈哈哈,高兴
221,谁跟你马桶里的那个头,负样本
222,我寻思这样的门这样的锁你当时在对面随便弄都能开的吧,负样本
223,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
224,不死图腾,负样本
225,一块落叶,负样本
226,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
227,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
228,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
229,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
230,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
231,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
232,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体！,惊讶
233,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
234,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
235,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
236,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
237,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
238,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
239,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
240,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
241,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
242,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
243,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
244,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
245,哈哈哈哈哈,高兴
246,哈哈哈哈哈,高兴
247,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
248,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕,惊讶
249,血厚就是了不起。,负样本
250,这家人是军火犯吗,负样本
251,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
252,哈哈哈哈哈,高兴
253,这些糟糕的台词,负样本
254,麻绳内裤,负样本
255,哈哈哈哈哈,高兴
256,一把落叶,负样本
257,天秤（cheng）天平（ping）,负样本
258,老c是吉林长春的,负样本
259,哈哈哈哈哈,高兴
260,哈哈哈哈哈,高兴
261,哈哈哈哈哈,高兴
262,哈哈哈哈哈,高兴
263,哈哈哈哈哈,高兴
264,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
265,哈哈哈哈哈,高兴
266,im angry,负样本
267,im abgry,负样本
268,哈哈哈哈哈,高兴
269,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
270,哈哈哈哈哈,高兴
271,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
272,哈哈哈哈哈,高兴
273,口音不好听,负样本
274,哈哈哈哈哈,高兴
275,一批落叶,负样本
276,哈哈哈哈哈,高兴
277,哈哈哈哈哈,高兴
278,哈哈哈哈哈,高兴
279,哈哈哈哈哈,高兴
280,不会是自己的头跟手吧！,负样本
281,哈哈哈哈哈,高兴
282,哈哈哈哈哈,高兴
283,哈哈哈哈哈,高兴
284,火然火尧口巴,负样本
285,人喃  高冷君喃,负样本
286,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
287,哈哈哈哈哈,高兴
288,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
289,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
290,这不科学,负样本
291,牛蛋发射器,负样本
292,骨灰都给你扬喽,负样本
293,哈哈哈哈哈,高兴
294,哈哈哈哈哈,高兴
295,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
296,最怕空气慢慢安静,负样本
297,什么玩意儿,负样本
298,哈哈哈哈哈,高兴
299,哈哈哈哈哈,高兴
300,哈哈哈哈哈,高兴
301,哈哈哈哈哈,高兴
302,e,负样本
303,哈哈哈哈哈,高兴
304,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
305,哈哈哈哈哈,高兴
306,修头,负样本
307,可以说她妈妈吗hhh,负样本
308,哈哈哈哈哈,高兴
309,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
310,哈哈哈哈哈,高兴
311,一坨落叶,负样本
312,一家落叶,负样本
313,哈哈哈哈哈,高兴
314,哈哈哈哈哈,高兴
315,岳母；小崽子，你完蛋了,负样本
316,哈哈哈哈哈,高兴
317,哈哈哈哈哈,高兴
318,你妈嗓子真粗,负样本
319,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
320,哈哈哈哈哈,高兴
321,哈哈哈哈哈,高兴
322,哈哈哈哈哈,高兴
323,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
324,哈哈哈哈哈,高兴
325,哈哈哈哈哈,高兴
326,哈哈哈哈哈,高兴
327,看，你又一次被虫子伤到了血，而没有选择消除障碍物。,负样本
328,这个地点你被掉血3次，你确定你拿到喷火枪武器你连用都不用，硬抗血量？,愤怒
329,哈哈哈哈哈,高兴
330,哈哈哈哈哈,高兴
331,哈哈哈哈哈,高兴
332,哈哈哈哈哈,高兴
333,哈哈哈哈哈,高兴
334,哈哈哈哈哈,高兴
335,哈哈哈哈哈,高兴
336,哈哈哈哈哈,高兴
337,哈哈哈哈哈,高兴
338,哈哈哈哈哈,高兴
339,哈哈哈哈哈,高兴
340,哈哈哈哈哈,高兴
341,哈哈哈哈哈,高兴
342,哈哈哈哈哈,高兴
343,哈哈哈哈哈,高兴
344,哈哈哈哈哈,高兴
345,用猎枪打岳母{岳母＝妈}＝猎妈,负样本
346,量词鬼才,负样本
347,哈哈哈哈哈,高兴
348,为什么会卡？,负样本
349,我裂开了,负样本
350,一把落叶,负样本
351,几秒不见，甚是想念,负样本
352,明明是一本,负样本
353,哈哈哈哈哈,高兴
354,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
355,弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体弹幕护体,惊讶
